name,location,property_type,accommodates,amenities,price,min_nights,max_nights,review_rating,tags
cozy 1-bedroom retreat in dovercourt village,dovercourt-wallace emerson-junction,entire home,2,"paid parking on premises, wifi, dining table, kitchen, hot water, exterior security cameras on property, bathtub, room-darkening shades, keypad, free dryer – in unit, central air conditioning, free washer – in unit, iron, dishwasher, central heating, smoke alarm, self check-in, hangers, hair dryer, fire extinguisher, carbon monoxide alarm, bed linens, coffee maker: nespresso",120.0,2,365,5.0,cozy
"private room, close to airport, 3 mins walk to bus",islington-city centre west,private room in home,1,"backyard - fully fenced, wine glasses, freezer, kirtland  body soap, blender, clothing storage: wardrobe, dining table, kitchen, hot water, exterior security cameras on property, shower gel, first aid kit, luggage dropoff allowed, park view, whirlpool stainless steel electric stove, room-darkening shades, coffee, dishes and silverware, free dryer – in unit, central air conditioning, lock on bedroom door, dedicated workspace, free washer – in unit, fast wifi – 578 mbps, kirtland  shampoo, central heating, conditioner, cooking basics, smoke alarm, coffee maker: drip coffee maker, self check-in, hangers, hair dryer, carbon monoxide alarm, fire extinguisher, cleaning products, microwave, hot water kettle, essentials, refrigerator, smart lock, bed linens, long term stays allowed, whirlpool  stainless steel single oven, toaster",50.0,1,365,5.0,"city, private, private room, walk to"
modern 2-br condo dt toronto,waterfront communities-the island,entire rental unit,4,"lockbox, wine glasses, paid parking on premises, wifi, freezer, gym, dining table, kitchen, hot water, shampoo, baking sheet, bathtub, stove, dryer, dishes and silverware, washer, iron, dishwasher, paid parking off premises, cooking basics, smoke alarm, self check-in, oven, hangers, hair dryer, microwave, air conditioning, coffee maker, hot water kettle, essentials, refrigerator, heating, exercise equipment, bed linens, long term stays allowed, bbq grill",250.0,1,365,3.67,"condo, modern, waterfront"
dt cn tower view grand deluxe suite free parking,kensington-chinatown,private room in home,2,"lockbox, wifi, ethernet connection, freezer, dining table, kitchen, hot water, private entrance, shampoo, exterior security cameras on property, clothing storage, shower gel, baking sheet, outlet covers, room-darkening shades, stainless steel single oven, dishes and silverware, washer, lock on bedroom door, dedicated workspace, free parking on premises, central heating, conditioner, cooking basics, smoke alarm, self check-in, hangers, hair dryer, other stainless steel induction stove, cleaning products, microwave, air conditioning, hot water kettle, refrigerator, bed linens, shared backyard, free dryer – in building, body soap",68.0,1,365,4.7,"deluxe, free parking, king, parking, suite, view"
chic condo in trendy queen west,little portugal,private room in condo,2,"wifi, gym, kitchen, hot water, building staff, elevator, lake view, dryer, tv, washer, lock on bedroom door, iron, city skyline view, smoke alarm, self check-in, hangers, carbon monoxide alarm, air conditioning, essentials, heating, long term stays allowed",75.0,28,1125,5.0,condo
comfortable vintage vibe villa w/ free parking,waterfront communities-the island,entire rental unit,4,"drying rack for clothing, wine glasses, wifi, freezer, dining table, kitchen, hot water, free residential garage on premises – 1 space, shampoo, shower gel, clothing storage, outdoor furniture, first aid kit, elevator, bathtub, stove, coffee, dryer, dishes and silverware, tv, washer, dedicated workspace, toaster, iron, dishwasher, conditioner, cooking basics, smoke alarm, oven, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, patio or balcony, air conditioning, coffee maker, trash compactor, hot water kettle, waterfront, essentials, refrigerator, heating, bed linens, body soap",326.0,1,365,4.71,"free parking, king, parking, waterfront"
"2br sunnyside to skyline | lakeview, pool, sauna",high park-swansea,entire condo,3,"single level home, shared sauna, freezer, outdoor dining area, blender, dining table, kitchen, hot water, board games, shampoo, beach access – beachfront, shower gel, baking sheet, first aid kit, outdoor furniture, park view, elevator, luggage dropoff allowed, bathtub, room-darkening shades, exercise equipment: treadmill, stove, lake view, shared indoor pool - available all year, dishes and silverware, free dryer – in unit, washer, central air conditioning, fast wifi – 442 mbps, dedicated workspace, clothing storage: closet and dresser, toaster, dishwasher, central heating, coffee maker: french press, nespresso, city skyline view, conditioner, smoke alarm, cooking basics, oven, paid pack ’n play/travel crib - available upon request, free resort access, self check-in, cleaning available during stay, hangers, tv with amazon prime video, chromecast, netflix, extra pillows and blankets, carbon monoxide alarm, fire extinguisher, cleaning products, portable fans, microwave, private patio or balcony, hot water kettle, shared gym in building, waterfront, essentials, lake access, sun loungers, refrigerator, smart lock, free parking garage on premises, bed linens, shared backyard, paid crib - available upon request, long term stays allowed, body soap",158.0,28,60,5.0,"high park, lakeview, sunny, view"
"entire industrial style comfort condo, 1bed 2bth",roncesvalles,private room in condo,3,"lockbox, wine glasses, private living room, single level home, freezer, ethernet connection, outdoor dining area, pets allowed, kitchen, hot water, private entrance, free street parking, electric stove, shower gel, baking sheet, first aid kit, free parking garage on premises – 1 space, books and reading material, elevator, clothing storage: closet, bathtub, room-darkening shades, various conditioner, dishes and silverware, free dryer – in unit, 47 inch hdtv with amazon prime video, roku, standard cable, netflix, dedicated workspace, coffee maker: drip coffee maker, french press, free washer – in unit, various shampoo, iron, dishwasher, central heating, various body soap, cooking basics, smoke alarm, fast wifi – 719 mbps, oven, self check-in, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, private patio or balcony, air conditioning, hot water kettle, shared gym in building, essentials, refrigerator, paid parking garage on premises – 1 space, bed linens, outdoor playground, long term stays allowed, toaster",161.0,2,40,5.0,condo
beach house oasis - 2br apartment in beaches area,the beaches,entire rental unit,6,"wine glasses, stainless steel oven, wifi, freezer, outdoor dining area, laundromat nearby, pets allowed, beach access – beachfront, kitchen, hot water, shampoo, exterior security cameras on property, shower gel, outdoor furniture, first aid kit, clothing storage: closet, dishes and silverware, tv, free dryer – in unit, central air conditioning, dedicated workspace, shared patio or balcony, free washer – in unit, free parking on premises, toaster, iron, gas stove, dishwasher, central heating, paid street parking off premises, conditioner, cooking basics, smoke alarm, coffee maker: drip coffee maker, private backyard – fully fenced, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, hot water kettle, essentials, lake access, refrigerator, smart lock, bed linens, long term stays allowed, body soap",141.0,28,1125,5.0,"apartment, beach, beaches, oasis"
trinity quiet patio 12ft ceiling,trinity-bellwoods,entire home,2,"drying rack for clothing, wine glasses, freezer, outdoor dining area, dining table, kitchen, hot water, private entrance, shampoo, fast wifi – 329 mbps, exterior security cameras on property, shower gel, baking sheet, first aid kit, books and reading material, 55 inch hdtv with netflix, roku, room-darkening shades, dishes and silverware, free dryer – in unit, washer, central air conditioning, dedicated workspace, toaster, iron, gas stove, dishwasher, central heating, paid street parking off premises, conditioner, cooking basics, smoke alarm, private backyard – fully fenced, oven, barbecue utensils, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, portable fans, fire extinguisher, microwave, sound system, hot water kettle, essentials, refrigerator, smart lock, bed linens, coffee maker: nespresso, bbq grill, body soap",321.0,3,60,5.0,"quiet, trinity-bellwoods"
perfect modern 2br apartment in toronto,victoria village,entire guest suite,4,"freezer, free washer – in building, hdtv with roku, amazon prime video, netflix, dining table, kitchen, hot water, free driveway parking on premises – 1 space, free street parking, exterior security cameras on property, clothing storage, luggage dropoff allowed, room-darkening shades, fast wifi – 677 mbps, ev charger, dishes and silverware, central air conditioning, dedicated workspace, central heating, stainless steel electric stove, cooking basics, smoke alarm, mosquito net, oven, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, portable fans, microwave, long term stays allowed, hot water kettle, essentials, refrigerator, smart lock, bed linens, free dryer – in building, toaster",114.0,2,730,5.0,"apartment, modern"
*clean fresh newly renovated private unit toronto*,south parkdale,entire home,2,"wine glasses, paid parking on premises, wifi, freezer, laundromat nearby, dining table, kitchen, hot water, shampoo, exterior security cameras on property, clothing storage, shower gel, first aid kit, books and reading material, bathtub, room-darkening shades, high chair, stove, dishes and silverware, tv, dedicated workspace, coffee maker: keurig coffee machine, toaster, iron, paid parking off premises, conditioner, cooking basics, smoke alarm, self check-in, oven, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, hot water kettle, essentials, refrigerator, heating, paid dryer – in building, smart lock, bed linens, paid washer – in building, body soap",65.0,28,365,5.0,"clean, private, renovated"
luxury 2bdr modern private condo in toronto,mimico (includes humber bay shores),entire condo,5,"beach view, lockbox, wine glasses, 45 inch hdtv with fire tv, disney+, roku, netflix, stainless steel oven, wifi, ethernet connection, shared sauna, paid parking on premises, outdoor dining area, pets allowed, outdoor kitchen, shared hot tub, kitchen, hot water, private entrance, free street parking, electric stove, bay view, outdoor furniture, first aid kit, elevator, park view, bathtub, clothing storage: walk-in closet and closet, fire pit, lake view, coffee, dishes and silverware, central air conditioning, bidet, dedicated workspace, free parking on premises, toaster, iron, dishwasher, shared bbq grill, central heating, city skyline view, cooking basics, game console: ps4, mosquito net, smoke alarm, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, canal view, fire extinguisher, microwave, private patio or balcony, shared backyard – fully fenced, shared pool, smoking allowed, head and shoulders  conditioner, hot water kettle, shared beach access, paid washer – in unit, shared gym in building, essentials, coffee maker: espresso machine, lake access, free dryer, refrigerator, exercise equipment, bed linens, long term stays allowed, body soap",242.0,1,180,4.54,"condo, luxury, modern, private"
sunny and cozy room near utsc/ centennial college,west hill,private room in bungalow,1,"wifi, freezer, outdoor dining area, blender, dining table, kitchen, hot water, free street parking, exterior security cameras on property, clothing storage, baking sheet, first aid kit, luggage dropoff allowed, bathtub, room-darkening shades, stove, fire pit, coffee, dryer, dishes and silverware, tv, washer, bidet, backyard, dedicated workspace, free parking on premises, toaster, iron, dishwasher, cooking basics, smoke alarm, oven, barbecue utensils, cleaning available during stay, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, patio or balcony, air conditioning, hot water kettle, essentials, refrigerator, heating, hammock, mini fridge, bed linens, long term stays allowed, bbq grill, body soap",50.0,28,365,5.0,"cozy, sunny"
"bright, spacious & clean 1br with private bathroom",briar hill-belgravia,private room in townhouse,1,"backyard - fully fenced, wine glasses, wifi, freezer, blender, dining table, kitchen, hot water, rice maker, shampoo, private entrance, clothing storage, first aid kit, luggage dropoff allowed, safe, room-darkening shades, stove, coffee, dryer, keypad, dishes and silverware, washer, central air conditioning, lock on bedroom door, dedicated workspace, toaster, iron, conditioner, cooking basics, smoke alarm, self check-in, oven, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, fire extinguisher, microwave, patio or balcony, coffee maker, essentials, refrigerator, heating, bed linens, long term stays allowed, body soap",43.0,28,730,4.9,"bath, bright, clean, private, spacious"
bright 2-br house in a historical neighborhood,cabbagetown-south st.james town,entire home,5,"drying rack for clothing, wine glasses, paid parking on premises, freezer, outdoor dining area, pets allowed, ac - split type ductless system, blender, dining table, kitchen, hot water, shampoo, baking sheet, first aid kit, outdoor furniture, park view, books and reading material, clothing storage: closet, fast wifi – 67 mbps, coffee, keypad, dishes and silverware, free dryer – in unit, dedicated workspace, free washer – in unit, toaster, iron, gas stove, dishwasher, paid street parking off premises, cooking basics, private backyard – fully fenced, smoke alarm, self check-in, oven, barbecue utensils, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, 32 inch hdtv with apple tv, fire extinguisher, microwave, private patio or balcony, coffee maker, indoor fireplace: gas, hot water kettle, essentials, refrigerator, heating, bed linens, long term stays allowed, bbq grill, body soap",261.0,3,1125,4.85,"bright, historic"
yonge - dundas fully furnished,church-yonge corridor,entire condo,2,"wifi, kitchen, hot water, shampoo, elevator, first aid kit, stove, dryer, dishes and silverware, washer, tv with standard cable, iron, dishwasher, smoke alarm, hangers, hair dryer, fire extinguisher, carbon monoxide alarm, microwave, air conditioning, coffee maker, essentials, refrigerator, heating, bed linens, long term stays allowed",60.0,28,1124,4.55,furnished
visually stunning 2 bdrm unit,bay street corridor,entire rental unit,4,"wifi, ethernet connection, freezer, gym, kitchen, hot water, shampoo, shower gel, clothing storage, elevator, bathtub, stove, dryer, dishes and silverware, tv, washer, dedicated workspace, free parking on premises, dishwasher, conditioner, cooking basics, smoke alarm, oven, carbon monoxide alarm, fire extinguisher, cleaning products, microwave, patio or balcony, smoking allowed, air conditioning, trash compactor, hot water kettle, essentials, refrigerator, heating, exercise equipment, bed linens, body soap",180.0,28,365,5.0,
luxury home  for large family,edenbridge-humber valley,entire home,12,"lockbox, wifi, outdoor dining area, pets allowed, blender, kitchen, exterior security cameras on property, first aid kit, free driveway parking on premises – 6 spaces, fire pit, dishes and silverware, tv, free dryer – in unit, dedicated workspace, custom made  refrigerator, free washer – in unit, dishwasher, central heating, cooking basics, smoke alarm, self check-in, piano, fire extinguisher, coffee maker, air conditioning, indoor fireplace: gas, bbq grill",539.0,28,365,5.0,luxury
a,don valley village,private room in home,2,"wifi, pets allowed, dining table, hot water, shampoo, exterior security cameras on property, shower gel, clothing storage, room-darkening shades, dryer, dishes and silverware, tv, breakfast, washer, lock on bedroom door, host greets you, free parking on premises, iron, smoke alarm, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, microwave, air conditioning, hot water kettle, refrigerator, heating, bed linens, body soap",101.0,1,27,4.96,
sunshine in the tree tops,corso italia-davenport,entire rental unit,3,"lockbox, wine glasses, wifi, freezer, outdoor dining area, children’s dinnerware, laundromat nearby, window ac unit, pets allowed, blender, dining table, kitchen, hot water, private entrance, free driveway parking on premises – 1 space, electric stove, shower gel, baking sheet, first aid kit, radiant heating, books and reading material, outdoor furniture, luggage dropoff allowed, bathtub, coffee, dishes and silverware, host greets you, dedicated workspace, dove conditioner, equality lavender body wash body soap, iron, cooking basics, smoke alarm, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, clothing storage: walk-in closet, wardrobe, and dresser, portable fans, cleaning products, fire extinguisher, microwave, single oven, private patio or balcony, dove shampoo, hot water kettle, essentials, refrigerator, bed linens, coffee maker: drip coffee maker, french press, pour-over coffee, long term stays allowed, toaster, housekeeping - available at extra cost",95.0,28,365,4.0,
yours to discover t.o.,bay street corridor,entire condo,1,"wifi, gym, kitchen, hot water, private entrance, shampoo, elevator, dryer, dishes and silverware, tv, washer, dedicated workspace, iron, cooking basics, smoke alarm, hangers, carbon monoxide alarm, air conditioning, essentials, heating",106.0,90,400,5.0,
beautiful 1br condo - balcony & parking!,willowdale east,entire rental unit,2,"wine glasses, wifi, gym, dining table, kitchen, hot water, shampoo, shower gel, clothing storage, baking sheet, elevator, bathtub, stove, coffee, dryer, dishes and silverware, tv, washer, dedicated workspace, toaster, dishwasher, conditioner, cooking basics, smoke alarm, oven, hangers, hair dryer, carbon monoxide alarm, microwave, patio or balcony, air conditioning, coffee maker, hot water kettle, essentials, refrigerator, heating, free parking garage on premises, bed linens, long term stays allowed, body soap",183.0,2,250,5.0,"balcony, condo, king, parking"
vibrant basement suite next to subway/mall/highway,downsview-roding-cfb,entire rental unit,2,"wifi, freezer, laundromat nearby, dining table, kitchen, hot water, private entrance, shampoo, free street parking, electric stove, shower gel, keypad, dishes and silverware, central air conditioning, dedicated workspace, central heating, clothing storage: dresser, conditioner, cooking basics, smoke alarm, self check-in, oven, hangers, carbon monoxide alarm, cleaning products, essentials, refrigerator, long term stays allowed, body soap",100.0,29,60,4.5,"basement, suite, view"
bedroom (m1) near york u and finch west subway stn,york university heights,private room in home,1,"drying rack for clothing, paid parking on premises, wifi, dining table, kitchen, hot water, rice maker, first aid kit, luggage dropoff allowed, safe, stove, dryer, dishes and silverware, washer, backyard, tv with standard cable, free parking on premises, iron, cooking basics, smoke alarm, oven, piano, hangers, hair dryer, fire extinguisher, extra pillows and blankets, cleaning products, carbon monoxide alarm, microwave, patio or balcony, air conditioning, hot water kettle, essentials, refrigerator, heating, bed linens, long term stays allowed, toaster",32.0,28,1125,5.0,
stylish condo | free parking | gym | office space,o'connor-parkview,entire condo,4,"lockbox, wine glasses, wifi, freezer, blender, dining table, kitchen, hot water, private entrance, shampoo, electric stove, shower gel, clothing storage, baking sheet, elevator, luggage dropoff allowed, books and reading material, bathtub, dryer, dishes and silverware, tv, washer, dedicated workspace, iron, dishwasher, shared beach access – beachfront, central heating, conditioner, cooking basics, smoke alarm, self check-in, oven, hangers, hair dryer, extra pillows and blankets, fire extinguisher, cleaning products, microwave, sound system, air conditioning, hot water kettle, essentials, refrigerator, exercise equipment, free parking garage on premises, bed linens, long term stays allowed, body soap",100.0,28,100,4.83,"condo, free parking, king, office, parking, stylish, view"
ossington strip oasis,trinity-bellwoods,entire rental unit,6,"paid parking on premises, stainless steel oven, wifi, outdoor dining area, pets allowed, clothing storage: wardrobe, kitchen, hot water, private entrance, baking sheet, first aid kit, bathtub, dishes and silverware, tv, free parking on premises, dishwasher, stainless steel electric stove, housekeeping available tuesday, friday - available at extra cost, cooking basics, smoke alarm, heating - split type ductless system, barbecue utensils, carbon monoxide alarm, fire extinguisher, air conditioning, refrigerator, bed linens, coffee maker: nespresso, long term stays allowed, bbq grill",126.0,28,365,5.0,"oasis, trinity-bellwoods"
roncesvalles retreat,high park-swansea,entire rental unit,2,"wine glasses, wifi, freezer, blender, dining table, kitchen, hot water, beach access – beachfront, shampoo, electric stove, shower gel, baking sheet, first aid kit, books and reading material, bathtub, stainless steel single oven, coffee, keypad, dishes and silverware, free dryer – in unit, free washer – in unit, toaster, iron, dishwasher, central heating, coffee maker: french press, nespresso, conditioner, cooking basics, smoke alarm, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, portable fans, cleaning products, fire extinguisher, microwave, air conditioning, 48 inch hdtv with netflix, hot water kettle, essentials, lake access, refrigerator, bed linens, body soap",74.0,28,120,4.96,high park
family size 2 bed 2 bath | downtown core,waterfront communities-the island,entire rental unit,4,"wine glasses, paid parking on premises, wifi, ethernet connection, pack ’n play/travel crib - available upon request, freezer, shared hot tub, dining table, kitchen, hot water, shampoo, electric stove, baking sheet, outdoor furniture, elevator, luggage dropoff allowed, bathtub, lake view, dishes and silverware, free dryer – in unit, central air conditioning, dedicated workspace, tv with standard cable, free washer – in unit, clothing storage: closet and dresser, toaster, iron, dishwasher, city skyline view, conditioner, smoke alarm, cooking basics, oven, self check-in, cleaning available during stay, crib, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, patio or balcony, shared pool, coffee maker, hot water kettle, shared gym in building, essentials, refrigerator, heating, resort access, exercise equipment, smart lock, bed linens, long term stays allowed, bbq grill, body soap",189.0,30,365,5.0,"bath, downtown, waterfront"
absolutely gorgeous yorkville condo,annex,entire condo,2,"kitchen, hot water, private entrance, shampoo, fast wifi – 187 mbps, building staff, shower gel, elevator, 32 inch hdtv, dishes and silverware, free dryer – in unit, central air conditioning, dedicated workspace, free washer – in unit, paid parking garage off premises, iron, dishwasher, smoke alarm, self check-in, hangers, hair dryer, fire extinguisher, carbon monoxide alarm, microwave, shared gym in building, essentials, refrigerator, heating, bed linens, coffee maker: nespresso, long term stays allowed",239.0,3,180,4.75,"annex, condo"
furnished 1 bedroom apartment everything included,oakwood village,private room in home,4,"private living room, wifi, freezer, dining table, kitchen, hot water, private entrance, shampoo, exterior security cameras on property, clothing storage: closet, bathtub, stove, coffee, dishes and silverware, tv, washer, lock on bedroom door, central heating, conditioner, smoke alarm, oven, hangers, extra pillows and blankets, microwave, air conditioning, coffee maker, free dryer, refrigerator, ceiling fan, bed linens",225.0,2,90,4.86,"apartment, furnished"
luxurious 1bd+den condo w/ wi-fi parking & balcony,waterfront communities-the island,entire condo,4,"wine glasses, wifi, ethernet connection, freezer, dining table, kitchen, hot water, private entrance, shampoo, shower gel, clothing storage, baking sheet, first aid kit, free parking garage on premises – 1 space, elevator, bathtub, room-darkening shades, stove, coffee, dryer, dishes and silverware, tv, washer, toaster, iron, dishwasher, conditioner, cooking basics, smoke alarm, oven, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, portable fans, fire extinguisher, microwave, patio or balcony, air conditioning, coffee maker, hot water kettle, essentials, refrigerator, heating, bed linens, long term stays allowed, body soap",186.0,28,365,4.81,"balcony, condo, king, luxurious, parking, waterfront"
"cn tower view w/parking, pool+gym & large balcony",niagara,entire rental unit,3,"lockbox, drying rack for clothing, single level home, paid parking on premises, wifi, ethernet connection, indoor fireplace, freezer, outdoor dining area, gym, laundromat nearby, pets allowed, kitchen, hot water, board games, shampoo, free street parking, shower gel, clothing storage, baking sheet, first aid kit, outdoor furniture, books and reading material, elevator, bathtub, room-darkening shades, pool, stove, fire pit, coffee, dryer, ev charger, dishes and silverware, tv, washer, dedicated workspace, free parking on premises, toaster, pool table, dishwasher, paid parking off premises, conditioner, cooking basics, smoke alarm, hot tub, oven, sauna, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, fire extinguisher, microwave, patio or balcony, air conditioning, coffee maker, waterfront, essentials, lake access, refrigerator, heating, exercise equipment, bed linens, bbq grill, body soap",338.0,28,365,5.0,"balcony, king, parking, view"
"cn tower view condo, steps to scotiabank arena",waterfront communities-the island,entire rental unit,3,"wifi, freezer, dining table, kitchen, hot water, shampoo, building staff, shower gel, clothing storage, elevator, bathtub, room-darkening shades, stove, dryer, dishes and silverware, tv, washer, bidet, dedicated workspace, iron, dishwasher, conditioner, city skyline view, smoke alarm, cooking basics, oven, sauna, self check-in, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, microwave, air conditioning, coffee maker, shared gym in building, essentials, refrigerator, heating, bed linens, body soap",136.0,28,180,4.42,"condo, view, waterfront"
weston garden cottage,weston,entire home,3,"drying rack for clothing, wine glasses, private bbq grill: gas, stainless steel oven, wifi, freezer, outdoor dining area, ac - split type ductless system, indoor fireplace: electric, dining table, kitchen, hot water, hdtv with fire tv, private entrance, method body soap, first aid kit, radiant heating, books and reading material, baking sheet, outdoor furniture, bathtub, free driveway parking on premises – 2 spaces, coffee, keypad, bose bluetooth sound system, dishes and silverware, free dryer – in unit, garden view, dedicated workspace, free washer – in unit, coffee maker: keurig coffee machine, clothing storage: closet and dresser, iron, dishwasher, cooking basics, private backyard – fully fenced, smoke alarm, self check-in, heating - split type ductless system, barbecue utensils, piano, hangers, hair dryer, carbon monoxide alarm, fire extinguisher, cleaning products, microwave, private patio or balcony, smoking allowed, hot water kettle, essentials, refrigerator, bed linens, samsung stainless steel electric stove, long term stays allowed, toaster",186.0,4,9,4.99,"cottage, garden"
queen room with shared bathroom,yonge-eglinton,private room in rental unit,2,"wifi, dining table, kitchen, hot water, shampoo, clothing storage, safe, stove, dishes and silverware, lock on bedroom door, dedicated workspace, toaster, iron, cooking basics, smoke alarm, oven, hangers, hair dryer, microwave, air conditioning, coffee maker, tv with roku, hot water kettle, essentials, refrigerator, heating, paid dryer – in building, paid washer – in building, body soap",149.0,28,1125,4.95,"bath, shared"
cozy room - steps to finch west subway,york university heights,private room in home,1,"42 inch hdtv with amazon prime video, netflix, wifi, dining table, kitchen, hot water, rice maker, shampoo, paid parking lot on premises – 1 space, exterior security cameras on property, shower gel, first aid kit, luggage dropoff allowed, whirlpool stainless steel electric stove, room-darkening shades, keypad, dishes and silverware, central air conditioning, lock on bedroom door, noise decibel monitors on property, dedicated workspace, toaster, iron, central heating, conditioner, cooking basics, smoke alarm, self check-in, hair dryer, carbon monoxide alarm, fire extinguisher, portable fans, cleaning products, microwave, shared backyard – fully fenced, hot water kettle, essentials, paid dryer – in building, mini fridge, bed linens, paid washer – in building, long term stays allowed, body soap",51.0,1,5,4.92,cozy
perfect for remote work: monitor + standing desk,south parkdale,private room in home,2,"wine glasses, stainless steel oven, wifi, freezer, laundromat nearby, blender, dining table, kitchen, hot water, board games, shampoo, private entrance, exterior security cameras on property, baking sheet, first aid kit, books and reading material, room-darkening shades, coffee, dishes and silverware, backyard, lock on bedroom door, host greets you, dedicated workspace, induction stove, iron, conditioner, cooking basics, smoke alarm, self check-in, crib, hair dryer, carbon monoxide alarm, fire extinguisher, cleaning products, microwave, air conditioning, coffee maker, hot water kettle, waterfront, essentials, refrigerator, heating, smart lock, bed linens, long term stays allowed, body soap",86.0,1,10,4.96,
downtown 2b+2b with huge balcony and amazing view!,moss park,entire condo,4,"wine glasses, single level home, wifi, freezer, pets allowed, dining table, kitchen, hot water, free street parking, housekeeping available 1 day a week - available at extra cost, outdoor furniture, elevator, bathtub, room-darkening shades, stove, dishes and silverware, tv, free dryer – in unit, central air conditioning, free washer – in unit, clothing storage: closet and dresser, toaster, iron, dishwasher, cooking basics, window guards, smoke alarm, mosquito net, oven, hangers, extra pillows and blankets, carbon monoxide alarm, fire extinguisher, cleaning products, microwave, private patio or balcony, private gym in building, coffee maker, hot water kettle, refrigerator, heating, bed linens, body soap",165.0,28,1125,4.95,"balcony, downtown, view"
"newclean and comfortable room 02, good location!",pleasant view,private room in bungalow,1,"lockbox, wifi, freezer, indoor fireplace, dining table, kitchen, hot water, rice maker, shampoo, private entrance, exterior security cameras on property, shower gel, first aid kit, luggage dropoff allowed, clothing storage: closet, safe, ski-in/ski-out – near ski lifts, dryer, dishes and silverware, washer, lock on bedroom door, iron, gas stove, paid parking lot on premises, cooking basics, smoke alarm, self check-in, oven, cleaning available during stay, hangers, hair dryer, carbon monoxide alarm, fire extinguisher, cleaning products, microwave, air conditioning, hot water kettle, essentials, refrigerator, heating, bed linens, long term stays allowed, toaster",49.0,30,1125,4.95,"clean, view"
guest suite in downtown toronto,little portugal,entire home,4,"wifi, dining table, kitchen, hot water, stove, dryer, dishes and silverware, tv, washer, host greets you, iron, dishwasher, central heating, cooking basics, oven, hair dryer, carbon monoxide alarm, microwave, air conditioning, hot water kettle, refrigerator",85.0,28,365,5.0,"downtown, suite"
5b5bath 8mins to ucc&bss foresthill house midtown,forest hill south,entire home,10,"lockbox, wine glasses, wifi, freezer, bread maker, indoor fireplace: electric, dining table, kitchen, hot water, private entrance, shampoo, shower gel, clothing storage: closet, stainless steel double oven, coffee, dishes and silverware, tv, washer, free parking on premises, toaster, dishwasher, central heating, conditioner, cooking basics, smoke alarm, private backyard – fully fenced, self check-in, hangers, carbon monoxide alarm, cleaning products, microwave, long term stays allowed, air conditioning, coffee maker, bed linens, free dryer – in building, body soap",370.0,1,120,5.0,bath
spectacular 2 bdr+ den/ free parking,willowdale east,entire condo,5,"wifi, indoor fireplace, kitchen, hot water, shampoo, electric stove, park view, dryer, dishes and silverware, washer, central air conditioning, garden view, free parking on premises, iron, dishwasher, city skyline view, cooking basics, smoke alarm, oven, hangers, hair dryer, carbon monoxide alarm, microwave, patio or balcony, long term stays allowed, 55 inch tv with netflix, roku, coffee maker, essentials, refrigerator, heating, shared indoor pool - available all year, open specific hours",230.0,28,1125,5.0,"free parking, king, parking, spectacular"
cabbagetown basement suite,cabbagetown-south st.james town,entire home,3,"wifi, hot water, private entrance, shampoo, exterior security cameras on property, outdoor furniture, coffee, dishes and silverware, tv, dedicated workspace, coffee maker: keurig coffee machine, clothing storage: closet and dresser, iron, shared bbq grill, central heating, conditioner, smoke alarm, extra pillows and blankets, carbon monoxide alarm, shared backyard – fully fenced, air conditioning, hot water kettle, essentials, mini fridge, bed linens, portable heater",158.0,3,365,4.91,"basement, suite"
entire unit- luxury and central downtown condo,waterfront communities-the island,private room in condo,4,"wine glasses, wifi, freezer, blender, dining table, kitchen, shampoo, shared hot tub - available seasonally, open specific hours, shower gel, room-darkening shades, dishes and silverware, tv, free dryer – in unit, washer, free parking on premises, toaster, iron, dishwasher, central heating, conditioner, city skyline view, smoke alarm, cooking basics, oven, shared pool - available seasonally, open specific hours, hangers, hair dryer, extra pillows and blankets, carbon monoxide alarm, cleaning products, microwave, private patio or balcony, air conditioning, coffee maker, hot water kettle, shared gym in building, refrigerator, bed linens, body soap",328.0,1,365,4.8,"central, condo, downtown, luxury, waterfront"
